plot_id,tree_id,species,ba
TKW_2,TKW_2_781,Suregada zanzibariensis,0.003739281
TKW_2,TKW_2_782,Gymnosporia senegalensis,0.021274865
TKW_2,TKW_2_783,Hymenaea verrucosa,0.003318307
TKW_2,TKW_2_784,Suregada zanzibariensis,0.002123717
TKW_2,TKW_2_785,Suregada zanzibariensis,0.005026548
TKW_2,TKW_2_786,Suregada zanzibariensis,0.00490167
TKW_2,TKW_2_787,Hymenaea verrucosa,0.00490167
TKW_2,TKW_2_788,Hymenaea verrucosa,0.003019071
TKW_2,TKW_2_789,Suregada zanzibariensis,0.00430084
TKW_2,TKW_2_79,Uvaria kirkii,0.007480132
TKW_2,TKW_2_790,Hymenaea verrucosa,0.003216991
TKW_2,TKW_2_791,Gymnosporia senegalensis,0.005808805
TKW_2,TKW_2_792,Cremaspora triflora,0.002123717
TKW_2,TKW_2_793,Hymenaea verrucosa,0.053618347
TKW_2,TKW_2_795,Suregada zanzibariensis,0.005152997
TKW_2,TKW_2_797,Hymenaea verrucosa,0.007389811
TKW_2,TKW_2_799,Gymnosporia senegalensis,0.008171282
TKW_2,TKW_2_8,Suregada zanzibariensis,0.006939778
TKW_2,TKW_2_80,Suregada zanzibariensis,0.003739281
TKW_2,TKW_2_800,Gymnosporia senegalensis,0.005808805
TKW_2,TKW_2_801,Gymnosporia senegalensis,0.00664761
TKW_2,TKW_2_802,Cordyla africana,0.004656626
TKW_2,TKW_2_803,Uvaria kirkii,0.007238229
TKW_2,TKW_2_804,Gymnosporia senegalensis,0.011309734
TKW_2,TKW_2_805,Hymenaea verrucosa,0.002463009
TKW_2,TKW_2_806,Gymnosporia senegalensis,0.003421194
TKW_2,TKW_2_807,Suregada zanzibariensis,0.003019071
TKW_2,TKW_2_808,Suregada zanzibariensis,0.00490167
TKW_2,TKW_2_81,Suregada zanzibariensis,0.005410608
TKW_2,TKW_2_810,Hymenaea verrucosa,0.002375829
TKW_2,TKW_2_811,Markhamia obtusifolia,0.00664761
TKW_2,TKW_2_812,Suregada zanzibariensis,0.001590431
TKW_2,TKW_2_813,Gymnosporia senegalensis,0.008496437
TKW_2,TKW_2_814,Uvaria kirkii,0.010386891
TKW_2,TKW_2_815,Uvaria kirkii,0.005410608
TKW_2,TKW_2_816,Suregada zanzibariensis,0.005026548
TKW_2,TKW_2_818,Gymnosporia senegalensis,0.002463009
TKW_2,TKW_2_819,Hymenaea verrucosa,0.010028749
TKW_2,TKW_2_82,Gymnosporia senegalensis,0.014313882
TKW_2,TKW_2_821,Gymnosporia senegalensis,0.004185387
TKW_2,TKW_2_822,Gymnosporia senegalensis,0.005674502
TKW_2,TKW_2_823,Grewia microcarpa,0.002290221
TKW_2,TKW_2_824,Commiphora africana,0.037325262
TKW_2,TKW_2_826,Grewia microcarpa,0.003421194
TKW_2,TKW_2_827,Gymnosporia senegalensis,0.004656626
TKW_2,TKW_2_828,Pteleopsis myrtifolia,0.002551759
TKW_2,TKW_2_829,Gymnosporia senegalensis,0.003216991
TKW_2,TKW_2_830,Hymenaea verrucosa,0.035968094
TKW_2,TKW_2_831,Hymenaea verrucosa,0.005026548
TKW_2,TKW_2_832,Uvaria lucida,0.006221139
TKW_2,TKW_2_834,Gymnosporia senegalensis,0.009676891
TKW_2,TKW_2_835,Hymenaea verrucosa,0.002922467
TKW_2,TKW_2_839,Neonotonia wightii,0.008659015
TKW_2,TKW_2_84,Gymnosporia senegalensis,0.012667687
TKW_2,TKW_2_840,Gymnosporia senegalensis,0.003117245
TKW_2,TKW_2_841,Uvaria lucida,0.003216991
TKW_2,TKW_2_844,Hymenaea verrucosa,0.002827433
TKW_2,TKW_2_845,Markhamia obtusifolia,0.004656626
TKW_2,TKW_2_846,Gymnosporia senegalensis,0.00490167
TKW_2,TKW_2_849,Markhamia obtusifolia,0.002463009
TKW_2,TKW_2_850,Suregada zanzibariensis,0.002123717
TKW_2,TKW_2_851,Gymnosporia senegalensis,0.025340086
TKW_2,TKW_2_852,Hymenaea verrucosa,0.004417865
TKW_2,TKW_2_853,Gymnosporia senegalensis,0.00490167
TKW_2,TKW_2_854,Suregada zanzibariensis,0.005674502
TKW_2,TKW_2_855,Suregada zanzibariensis,0.019855651
TKW_2,TKW_2_857,Suregada zanzibariensis,0.006361725
TKW_2,TKW_2_86,Hymenaea verrucosa,0.023235219
TKW_2,TKW_2_861,Hymenaea verrucosa,0.120072457
TKW_2,TKW_2_865,Gymnosporia senegalensis,0.007238229
TKW_2,TKW_2_866,Grewia microcarpa,0.018423085
TKW_2,TKW_2_867,Gymnosporia senegalensis,0.005541769
TKW_2,TKW_2_868,Gymnosporia senegalensis,0.009160884
TKW_2,TKW_2_869,Gymnosporia senegalensis,0.010547112
TKW_2,TKW_2_870,Gymnosporia senegalensis,0.002123717
TKW_2,TKW_2_871,Gymnosporia senegalensis,0.002206183
TKW_2,TKW_2_872,Gymnosporia senegalensis,0.002827433
TKW_2,TKW_2_873,Ochna holstii,0.00490167
TKW_2,TKW_2_874,Markhamia obtusifolia,0.002042821
TKW_2,TKW_2_875,Gymnosporia senegalensis,0.002551759
TKW_2,TKW_2_876,Gymnosporia senegalensis,0.006361725
TKW_2,TKW_2_877,Ochna holstii,0.004185387
TKW_2,TKW_2_878,Gymnosporia senegalensis,0.002206183
TKW_2,TKW_2_880,Ochna holstii,0.003525652
TKW_2,TKW_2_881,Diplorhynchus condylocarpon,0.002922467
TKW_2,TKW_2_882,Diplorhynchus condylocarpon,0.012036227
TKW_2,TKW_2_883,Gymnosporia senegalensis,0.002463009
TKW_2,TKW_2_884,Ochna holstii,0.003631681
TKW_2,TKW_2_885,Diplorhynchus condylocarpon,0.002123717
TKW_2,TKW_2_886,Markhamia obtusifolia,0.003525652
TKW_2,TKW_2_887,Gymnosporia senegalensis,0.004417865
TKW_2,TKW_2_888,Margaritaria discoidea,0.002042821
TKW_2,TKW_2_889,Gymnosporia senegalensis,0.002375829
TKW_2,TKW_2_89,Suregada zanzibariensis,0.01911345
TKW_2,TKW_2_890,Margaritaria discoidea,0.002375829
TKW_2,TKW_2_891,Margaritaria discoidea,0.003318307
TKW_2,TKW_2_892,Margaritaria discoidea,0.002827433
TKW_2,TKW_2_893,Pteleopsis myrtifolia,0.037568736
TKW_2,TKW_2_896,Pteleopsis myrtifolia,0.278050585
TKW_2,TKW_2_897,Pseudolachnostylis maprouneifolia,0.003848451
TKW_2,TKW_2_899,Combretum apiculatum,0.002463009
TKW_2,TKW_2_90,Vangueriopsis lanciflora,0.002551759
TKW_2,TKW_2_900,Pteleopsis myrtifolia,0.092401309
TKW_2,TKW_2_901,Pseudolachnostylis maprouneifolia,0.006361725
TKW_2,TKW_2_902,Diospyros fischeri,0.035994798
TKW_2,TKW_2_903,Pseudolachnostylis maprouneifolia,0.009676891
TKW_2,TKW_2_904,Diospyros fischeri,0.018837775
TKW_2,TKW_2_905,Diospyros mespiliformis,0.012867964
TKW_2,TKW_2_908,Pseudolachnostylis maprouneifolia,0.006503882
TKW_2,TKW_2_91,Suregada zanzibariensis,0.017913361
TKW_2,TKW_2_910,Pseudolachnostylis maprouneifolia,0.009852035
TKW_2,TKW_2_913,Grewia microcarpa,0.021133494
TKW_2,TKW_2_914,Bridelia scleroneura,0.011122023
TKW_2,TKW_2_915,Markhamia obtusifolia,0.003019071
TKW_2,TKW_2_916,Hymenaea verrucosa,0.003848451
TKW_2,TKW_2_920,Suregada zanzibariensis,0.003117245
TKW_2,TKW_2_921,Gymnosporia senegalensis,0.005674502
TKW_2,TKW_2_925,Grewia microcarpa,0.010606802
TKW_2,TKW_2_926,Pteleopsis myrtifolia,0.00430084
TKW_2,TKW_2_927,Gymnosporia senegalensis,0.007088218
TKW_2,TKW_2_928,Gymnosporia senegalensis,0.003739281
TKW_2,TKW_2_929,Gymnosporia senegalensis,0.002551759
TKW_2,TKW_2_93,Hymenaea verrucosa,0.026302199
TKW_2,TKW_2_930,Gymnosporia senegalensis,0.002642079
TKW_2,TKW_2_931,Gymnosporia senegalensis,0.002463009
TKW_2,TKW_2_932,Gymnosporia senegalensis,0.007542964
TKW_2,TKW_2_933,Suregada zanzibariensis,0.002551759
TKW_2,TKW_2_934,Uvaria lucida,0.005281017
TKW_2,TKW_2_936,Suregada zanzibariensis,0.004656626
TKW_2,TKW_2_939,Grewia microcarpa,0.00453646
TKW_2,TKW_2_94,Uvaria kirkii,0.006082123
TKW_2,TKW_2_941,Gymnosporia senegalensis,0.002922467
TKW_2,TKW_2_942,Grewia microcarpa,0.004656626
TKW_2,TKW_2_945,Hymenaea verrucosa,0.043373614
TKW_2,TKW_2_948,Suregada zanzibariensis,0.008288307
TKW_2,TKW_2_949,Grewia microcarpa,0.006792909
TKW_2,TKW_2_950,Suregada zanzibariensis,0.011122023
TKW_2,TKW_2_951,Hymenaea verrucosa,0.011689866
TKW_2,TKW_2_952,Hymenaea verrucosa,0.007853982
TKW_2,TKW_2_953,Suregada zanzibariensis,0.01077959
TKW_2,TKW_2_954,Suregada zanzibariensis,0.02143273
TKW_2,TKW_2_955,Suregada zanzibariensis,0.012315043
TKW_2,TKW_2_956,Uvaria lucida,0.004071504
TKW_2,TKW_2_957,Hymenaea verrucosa,0.039760782
TKW_2,TKW_2_958,Suregada zanzibariensis,0.005281017
TKW_2,TKW_2_959,Hymenaea verrucosa,0.036643537
TKW_2,TKW_2_960,Suregada zanzibariensis,0.004656626
TKW_2,TKW_2_961,Suregada zanzibariensis,0.00453646
TKW_2,TKW_2_964,Suregada zanzibariensis,0.017138173
TKW_2,TKW_2_966,Hymenaea verrucosa,0.031102553
TKW_2,TKW_2_967,Hymenaea verrucosa,0.007088218
TKW_2,TKW_2_97,Hymenaea verrucosa,0.016286016
TKW_2,TKW_2_970,Suregada zanzibariensis,0.006221139
TKW_2,TKW_2_971,Suregada zanzibariensis,0.006221139
TKW_2,TKW_2_972,Suregada zanzibariensis,0.011882289
TKW_2,TKW_2_973,Suregada zanzibariensis,0.005944679
TKW_2,TKW_2_974,Diospyros mespiliformis,0.007088218
TKW_2,TKW_2_976,Gymnosporia senegalensis,0.006221139
TKW_2,TKW_2_977,Gymnosporia senegalensis,0.003216991
TKW_2,TKW_2_979,Hymenaea verrucosa,0.003525652
TKW_2,TKW_2_98,Hymenaea verrucosa,0.047529155
TKW_2,TKW_2_981,Suregada zanzibariensis,0.015222587
TKW_2,TKW_2_982,Hymenaea verrucosa,0.009852035
TKW_2,TKW_2_985,Cremaspora triflora,0.003848451
TKW_2,TKW_2_986,Hymenaea verrucosa,0.0254469
TKW_2,TKW_2_988,Hymenaea verrucosa,0.011122023
TKW_2,TKW_2_989,Uvaria lucida,0.002733971
TKW_2,TKW_2_990,Hymenaea verrucosa,0.022431757
TKW_2,TKW_2_991,Hymenaea verrucosa,0.006082123
TKW_2,TKW_2_992,Hymenaea verrucosa,0.041547563
TKW_2,TKW_2_993,Hymenaea verrucosa,0.05853494
TKW_2,TKW_2_994,Hymenaea verrucosa,0.003739281
TKW_2,TKW_2_996,Sclerocarya birrea,0.125663706
TKW_2,TKW_2_997,Gymnosporia senegalensis,0.005674502
TKW_2,TKW_2_998,Grewia microcarpa,0.005944679
TKW_2,TKW_2_999,Hymenaea verrucosa,0.003739281
